id,description
C-134/16 P(R),"Order of 14 June 2016, Chemtura Netherlands / EFSA (C-134/16 P(R)) ECLI:EU:C:2016:442"
C-135/16,"Judgment of 25 July 2018, Georgsmarienhütte and others (C-135/16, Publié au Recueil numérique) ECLI:EU:C:2018:582"
C-136/16,"Removed from the register on 10 March 2017, Sociedade Metropolitana de Desenvolvimento (C-136/16) ECLI:EU:C:2017:237"
C-137/16 P,"Order of 24 November 2016, Petraitis / Commission (C-137/16 P) ECLI:EU:C:2016:904"
C-138/16,"Judgment of 16 March 2017, AKM (C-138/16) ECLI:EU:C:2017:218"
C-139/16,"Judgment of 6 July 2017, Moreno Marín and others (C-139/16) ECLI:EU:C:2017:518"
C-140/16,"Order of 10 November 2016, Edra Costruzioni and Edilfac (C-140/16) ECLI:EU:C:2016:868"
C-141/16,"Order of 20 July 2016, Stanleybet Malta and Stoppani (C-141/16) ECLI:EU:C:2016:596"
C-142/16,"Judgment of 26 April 2017, Commission / Germany (C-142/16) ECLI:EU:C:2017:301"
C-143/16,"Judgment of 19 July 2017, Abercrombie & Fitch Italia (C-143/16) ECLI:EU:C:2017:566"
C-144/16,"Judgment of 1 February 2017, Município de Palmela (C-144/16) ECLI:EU:C:2017:76"
C-145/16,"Judgment of 16 February 2017, Aramex Nederland (C-145/16) ECLI:EU:C:2017:130"
C-146/16,"Judgment of 30 March 2017, Verband Sozialer Wettbewerb (C-146/16) ECLI:EU:C:2017:243"
C-147/16,"Judgment of 17 May 2018, Karel de Grote - Hogeschool Katholieke Hogeschool Antwerpen (C-147/16) ECLI:EU:C:2018:320"
C-148/16,"Removed from the register on 6 December 2016, Akarsar (C-148/16) ECLI:EU:C:2016:969"
C-149/16,"Judgment of 21 September 2017, Socha and others (C-149/16, Publié au Recueil numérique) ECLI:EU:C:2017:708"
C-150/16,"Judgment of 18 May 2017, Fondul Proprietatea (C-150/16) ECLI:EU:C:2017:388"
C-151/16,"Judgment of 13 July 2017, Vakarų Baltijos laivų statykla (C-151/16) ECLI:EU:C:2017:537"
C-152/16,"Judgment of 1 December 2016, Commission / Luxembourg (C-152/16) ECLI:EU:C:2016:919"
C-153/16,"Judgment of 6 April 2017, Commission / Slovenia (C-153/16) ECLI:EU:C:2017:275"
C-154/16,"Judgment of 18 May 2017, Latvijas dzelzceļš (C-154/16) ECLI:EU:C:2017:392"
C-155/16,"Removed from the register on 8 July 2016, Sarval Sud-Est and others (C-155/16) ECLI:EU:C:2016:544"
C-156/16,"Judgment of 12 October 2017, Tigers (C-156/16, Publié au Recueil numérique) ECLI:EU:C:2017:754"
C-157/16 P(I),"Order of 21 June 2016, Bundesverband der Pharmazeutischen Industrie / Allergopharma (C-157/16 P(I)) ECLI:EU:C:2016:476"
C-158/16,"Judgment of 20 December 2017, Vega González (C-158/16) ECLI:EU:C:2017:1014"
C-159/16,"Removed from the register on 6 December 2016, Starptautiskā lidosta Rīga (C-159/16) ECLI:EU:C:2016:968"
C-160/16,"Judgment of 2 March 2017, Commission / Greece (C-160/16) ECLI:EU:C:2017:161"
C-161/16,"Removed from the register on 15 July 2016, Airhelp (C-161/16) ECLI:EU:C:2016:629"
C-162/16,"Order of 10 November 2016, Spinosa Costruzioni Generali and Melfi (C-162/16) ECLI:EU:C:2016:870"
C-163/16,"Judgment of 12 June 2018, Louboutin and Christian Louboutin (C-163/16) ECLI:EU:C:2018:423"
C-164/16,"Judgment of 4 October 2017, Mercedes-Benz Financial Services UK (C-164/16, Publié au Recueil numérique) ECLI:EU:C:2017:734"
C-165/16,"Judgment of 14 November 2017, Lounes (C-165/16) ECLI:EU:C:2017:862"
C-166/16,"Removed from the register on 21 April 2016, Tui Deutschland (C-166/16) ECLI:EU:C:2016:315"
C-167/16,"Order of 3 July 2019, Banco Bilbao Vizcaya Argentaria (C-167/16) ECLI:EU:C:2019:570"
C-168/16,"Judgment of 14 September 2017, Nogueira and others (C-168/16 and C-169/16) ECLI:EU:C:2017:688"
C-169/16,"Moreno Osacar (C-169/16) , see Case  C-168/16"
C-170/16 P(R),"Order of 16 June 2016, ICA Laboratories and others Commission (C-170/16 P(R)) ECLI:EU:C:2016:462"
C-171/16,"Judgment of 21 September 2017, Beshkov (C-171/16, Publié au Recueil numérique) ECLI:EU:C:2017:710"
C-172/16,"Order of 21 July 2016, Kammerer (C-172/16) ECLI:EU:C:2016:625"
C-173/16,"Order of 22 June 2016, M.H. (C-173/16) ECLI:EU:C:2016:542"
C-174/16,"Judgment of 7 September 2017, H. (C-174/16, Publié au Recueil numérique) ECLI:EU:C:2017:637"
C-175/16,"Judgment of 26 July 2017, Hälvä and others (C-175/16, Publié au Recueil numérique) ECLI:EU:C:2017:617"
C-176/16 P,"Order of 6 April 2017, Proforec / Commission (C-176/16 P) ECLI:EU:C:2017:290"
C-177/16,"Judgment of 14 September 2017 (C-177/16, Publié au Recueil numérique) ECLI:EU:C:2017:689"
C-178/16,"Judgment of 20 December 2017, Impresa di Costruzioni Ing. E. Mantovani and RTI Mantovani e Guerrato (C-178/16) ECLI:EU:C:2017:1000"
C-179/16,"Judgment of 23 January 2018, F. Hoffmann-La Roche and others (C-179/16) ECLI:EU:C:2018:25"
C-180/16 P,"Judgment of 6 July 2017, Toshiba / Commission (C-180/16 P) ECLI:EU:C:2017:520"
C-180/16 P-REC,"Order of 12 July 2017, Toshiba / Commission (C-180/16 P-REC, Publié au Recueil numérique) ECLI:EU:C:2017:559"
C-181/16,"Judgment of 19 June 2018, Gnandi (C-181/16) ECLI:EU:C:2018:465"
C-182/16 P,"Judgment of 26 July 2017, Meica / EUIPO (C-182/16 P) ECLI:EU:C:2017:600"
C-183/16 P,"Judgment of 20 September 2017, Tilly-Sabco / Commission (C-183/16 P, Publié au Recueil numérique) ECLI:EU:C:2017:704"
C-184/16,"Judgment of 14 September 2017, Petrea (C-184/16, Publié au Recueil numérique) ECLI:EU:C:2017:684"
C-185/16 SA,"Seizure order of 9 December 2021, Yukos Universal / EIB (C-185/16 SA) ECLI:EU:C:2021:1004"
C-186/16,"Judgment of 20 September 2017, Andriciuc and others (C-186/16, Publié au Recueil numérique) ECLI:EU:C:2017:703"
C-187/16,"Judgment of 20 March 2018, Commission / Austria (Imprimerie d'État) (C-187/16, Publié au Recueil numérique) ECLI:EU:C:2018:194"
C-188/16,"Opria (C-188/16) , see Case  C-124/16"
C-189/16,"Judgment of 7 December 2017, Zaniewicz-Dybeck (C-189/16, Publié au Recueil numérique) ECLI:EU:C:2017:946"
C-190/16,"Judgment of 5 July 2017, Fries (C-190/16, Publié au Recueil numérique) ECLI:EU:C:2017:513"
C-191/16,"Judgment of 10 April 2018, Pisciotti (C-191/16, Publié au Recueil numérique) ECLI:EU:C:2018:222"
C-192/16,"Order of 12 October 2017, Fisher (C-192/16, Publié au Recueil numérique) ECLI:EU:C:2017:762"
C-193/16,"Judgment of 13 July 2017, E (C-193/16) ECLI:EU:C:2017:542"
C-194/16,"Judgment of 17 October 2017, Bolagsupplysningen and Ilsjan (C-194/16) ECLI:EU:C:2017:766"
C-195/16,"Judgment of 26 October 2017, I (C-195/16) ECLI:EU:C:2017:815"
C-196/16,"Judgment of 26 July 2017, Comune di Corridonia (C-196/16 and C-197/16) ECLI:EU:C:2017:589"
C-197/16,"Bartolini and others (C-197/16) , see Case  C-196/16"
C-198/16 P,"Judgment of 19 October 2017, Agriconsulting Europe / Commission (C-198/16 P, Publié au Recueil numérique) ECLI:EU:C:2017:784"
C-199/16,"Removed from the register on 19 May 2017, Nianga (C-199/16) ECLI:EU:C:2017:401"
C-200/16,"Judgment of 19 October 2017, Securitas (C-200/16) ECLI:EU:C:2017:780"
C-201/16,"Judgment of 25 October 2017, Shiri (C-201/16) ECLI:EU:C:2017:805"
C-202/16,"Judgment of 27 April 2017, Commission / Greece (C-202/16) ECLI:EU:C:2017:318"
C-203/16 P,"Judgment of 28 June 2018, Andres (liquidation Heitkamp BauHolding) / Commission (C-203/16 P) ECLI:EU:C:2018:505"
C-204/16 P,"Judgment of 9 November 2017, SolarWorld / Council (C-204/16 P, Publié au Recueil numérique) ECLI:EU:C:2017:838"
C-205/16 P,"Judgment of 9 November 2017 (C-205/16 P, Publié au Recueil numérique) ECLI:EU:C:2017:840"
C-206/16,"Judgment of 20 July 2017, Marco Tronchetti Provera and others (C-206/16) ECLI:EU:C:2017:572"
C-207/16,"Judgment of 2 October 2018, Ministerio Fiscal (C-207/16) ECLI:EU:C:2018:788"
C-208/16 P,"Judgment of 28 June 2018, Germany / Commission (C-208/16 P) ECLI:EU:C:2018:506"
C-209/16 P,"Judgment of 28 June 2018, Germany / Commission (C-209/16 P) ECLI:EU:C:2018:507"
C-210/16,"Judgment of 5 June 2018, Wirtschaftsakademie Schleswig-Holstein (C-210/16) ECLI:EU:C:2018:388"
C-211/16,"Judgment of 16 March 2017, Bimotor (C-211/16) ECLI:EU:C:2017:221"
C-212/16,"Removed from the register on 16 March 2017, DUK Versorgungswerk and Gothaer Pensionskasse (C-212/16) ECLI:EU:C:2017:274"
C-213/16,"Reiter (C-213/16) , see Case  C-124/16"
C-214/16,"Judgment of 29 November 2017, King (C-214/16, Publié au Recueil numérique) ECLI:EU:C:2017:914"
C-215/16,"Judgment of 20 September 2017, Elecdey Carcelen (C-215/16, C-216/16, C-220/16 and C-221/16) ECLI:EU:C:2017:705"
C-216/16,"Energías Eólicas de Cuenca (C-216/16) , see Case  C-215/16"
C-217/16,"Judgment of 9 November 2017, Dimos Zagoriou (C-217/16, Publié au Recueil numérique) ECLI:EU:C:2017:841"
C-218/16,"Judgment of 12 October 2017, Kubicka (C-218/16, Publié au Recueil numérique) ECLI:EU:C:2017:755"
C-219/16 P,"Judgment of 28 June 2018, Lowell Financial Services / Commission (C-219/16 P) ECLI:EU:C:2018:508"
C-220/16,"Iberenova Promociones (C-220/16) , see Case  C-215/16"
C-221/16,"Iberdrola Renovables (C-221/16) , see Case  C-215/16"
C-222/16,"Order of 15 November 2016, MIP-TS (C-222/16) ECLI:EU:C:2016:877"
C-223/16,"Judgment of 14 September 2017, Casertana Costruzioni (C-223/16, Publié au Recueil numérique) ECLI:EU:C:2017:685"
C-224/16,"Judgment of 22 November 2017, AEBTRI (C-224/16) ECLI:EU:C:2017:880"
C-225/16,"Judgment of 26 July 2017, Ouhrami (C-225/16, Publié au Recueil numérique) ECLI:EU:C:2017:590"
C-226/16,"Judgment of 20 December 2017, Eni and others (C-226/16) ECLI:EU:C:2017:1005"
C-227/16,"Judgment of 9 November 2017, Arts (C-227/16, Publié au Recueil numérique) ECLI:EU:C:2017:842"
C-228/16 P,"Judgment of 31 May 2017, DEI / Commission (C-228/16 P) ECLI:EU:C:2017:409"
C-229/16,"Removed from the register on 23 February 2017, Lombo Silva Cordeiro (C-229/16) ECLI:EU:C:2017:206"
C-230/16,"Judgment of 6 December 2017, Coty Germany (C-230/16) ECLI:EU:C:2017:941"
C-231/16,"Judgment of 19 October 2017, Merck (C-231/16, Publié au Recueil numérique) ECLI:EU:C:2017:771"
C-232/16 P,"Order of 9 March 2017, Simet / Commission (C-232/16 P) ECLI:EU:C:2017:200"
C-233/16,"Judgment of 26 April 2018, ANGED (C-233/16) ECLI:EU:C:2018:280"
C-234/16,"Judgment of 26 April 2018, ANGED (C-234/16 and C-235/16) ECLI:EU:C:2018:281"
C-235/16,"ANGED (C-235/16) , see Case  C-234/16"
C-236/16,"Judgment of 26 April 2018, ANGED (C-236/16 and C-237/16) ECLI:EU:C:2018:291"
C-237/16,"ANGED (C-237/16) , see Case  C-236/16"
C-238/16,"Removed from the register on 18 January 2017, X (C-238/16) ECLI:EU:C:2017:83"
C-239/16 P,"Order of 1 February 2017, Šumelj and others / Commission (C-239/16 P, Publié au Recueil numérique) ECLI:EU:C:2017:91"
C-240/16 P,"Order of 1 February 2017, Vidmar and others / Commission (C-240/16 P, Publié au Recueil numérique) ECLI:EU:C:2017:89"
C-241/16 P,"Order of 1 February 2017, Graf / Commission (C-241/16 P, Publié au Recueil numérique) ECLI:EU:C:2017:86"
C-242/16,"Removed from the register on 14 February 2017, Garrett Pontes Pedroso (C-242/16) ECLI:EU:C:2017:151"
C-243/16,"Judgment of 14 December 2017, Miravitlles Ciurana and others (C-243/16) ECLI:EU:C:2017:969"
C-244/16 P,"Judgment of 13 March 2018, Industrias Químicas del Vallés / Commission (C-244/16 P) ECLI:EU:C:2018:177"
C-245/16,"Judgment of 6 July 2017, Nerea (C-245/16, Publié au Recueil numérique) ECLI:EU:C:2017:521"
C-246/16,"Judgment of 23 November 2017, Di Maura (C-246/16) ECLI:EU:C:2017:887"
C-247/16,"Judgment of 7 September 2017, Schottelius (C-247/16, Publié au Recueil numérique) ECLI:EU:C:2017:638"
C-248/16,"Judgment of 7 September 2017, Austria Asphalt (C-248/16, Publié au Recueil numérique) ECLI:EU:C:2017:643"
C-249/16,"Judgment of 15 June 2017, Kareda (C-249/16) ECLI:EU:C:2017:472"
C-250/16 P,"Judgment of 16 November 2017, Ludwig-Bölkow-Systemtechnik / Commission (C-250/16 P) ECLI:EU:C:2017:871"
C-251/16,"Judgment of 22 November 2017, Cussens and others (C-251/16) ECLI:EU:C:2017:881"
C-252/16,"Removed from the register on 31 May 2016, GEMA (C-252/16) ECLI:EU:C:2016:460"
C-253/16,"Judgment of 15 March 2017, Flibtravel International and Leonard Travel International (C-253/16) ECLI:EU:C:2017:211"
C-254/16,"Judgment of 6 July 2017, Glencore Grain Hungary (C-254/16) ECLI:EU:C:2017:522"
C-255/16,"Judgment of 20 December 2017, Falbert and others (C-255/16, Publié au Recueil numérique) ECLI:EU:C:2017:983"
C-256/16,"Judgment of 15 March 2018, Deichmann (C-256/16) ECLI:EU:C:2018:187"
C-257/16,"Removed from the register on 18 July 2016, Roch and Roch (C-257/16) ECLI:EU:C:2016:628"
C-258/16,"Judgment of 12 April 2018, Finnair (C-258/16) ECLI:EU:C:2018:252"
C-259/16,"Judgment of 31 May 2018, Confetra and others (C-259/16 and C-260/16) ECLI:EU:C:2018:370"
C-260/16,"AICAI and others (C-260/16) , see Case  C-259/16"
C-261/16 P,"Judgment of 1 February 2018, Kühne + Nagel International and others / Commission (C-261/16 P) ECLI:EU:C:2018:56"
C-262/16,"Judgment of 12 October 2017, Shields & Sons Partnership (C-262/16) ECLI:EU:C:2017:756"
C-263/16 P,"Judgment of 1 February 2018, Schenker / Commission (C-263/16 P) ECLI:EU:C:2018:58"
C-264/16 P,"Judgment of 1 February 2018, Deutsche Bahn and others / Commission (C-264/16 P) ECLI:EU:C:2018:60"
C-265/16,"Judgment of 29 November 2017, VCAST (C-265/16, Publié au Recueil numérique) ECLI:EU:C:2017:913"
C-266/16,"Judgment of 27 February 2018, Western Sahara Campaign UK (C-266/16, Publié au Recueil numérique) ECLI:EU:C:2018:118"
C-267/16,"Judgment of 23 January 2018, Buhagiar and others (C-267/16) ECLI:EU:C:2018:26"
C-268/16 P,"Judgment of 20 December 2017, Binca Seafoods / Commission (C-268/16 P) ECLI:EU:C:2017:1001"
C-269/16,"Removed from the register on 24 March 2017, Barba Giménez (C-269/16) ECLI:EU:C:2017:263"
C-270/16,"Judgment of 18 January 2018, Ruiz Conejero (C-270/16) ECLI:EU:C:2018:17"
C-271/16 P,"Judgment of 1 February 2018, Panalpina World Transport (Holding) and others / Commission (C-271/16 P) ECLI:EU:C:2018:59"
C-272/16 P,"Order of 27 October 2016, Tayto Group / EUIPO (C-272/16 P) ECLI:EU:C:2016:833"
C-273/16,"Judgment of 4 October 2017, Federal Express Europe (C-273/16) ECLI:EU:C:2017:733"
C-274/16,"Judgment of 7 March 2018, flightright (C-274/16, C-447/16 and C-448/16) ECLI:EU:C:2018:160"
C-275/16,"Removed from the register on 14 July 2017, Comune di Balzola and others (C-275/16) ECLI:EU:C:2017:661"
C-276/16,"Judgment of 20 December 2017, Prequ' Italia (C-276/16, Publié au Recueil numérique) ECLI:EU:C:2017:1010"
C-277/16,"Judgment of 20 December 2017, Polkomtel (C-277/16) ECLI:EU:C:2017:989"
C-278/16,"Judgment of 12 October 2017, Sleutjes (C-278/16, Publié au Recueil numérique) ECLI:EU:C:2017:757"
C-279/16 P,"Judgment of 15 June 2017, Spain / Commission (C-279/16 P) ECLI:EU:C:2017:461"
C-280/16 P,"Order of 12 January 2017, Amrita and others / Commission (C-280/16 P) ECLI:EU:C:2017:9"
C-281/16,"Judgment of 19 October 2017, Vereniging Hoekschewaards Landschap (C-281/16) ECLI:EU:C:2017:774"
C-282/16,"Removed from the register on 25 November 2016, RMF Financial Holdings (C-282/16) ECLI:EU:C:2016:945"
C-283/16,"Judgment of 9 February 2017, S. (C-283/16) ECLI:EU:C:2017:104"
C-284/16,"Judgment of 6 March 2018, Achmea (C-284/16, Publié au Recueil numérique) ECLI:EU:C:2018:158"
C-285/16 P,"Order of 13 October 2016, Grupo Bimbo / EUIPO (C-285/16 P) ECLI:EU:C:2016:773"
C-286/16,"Order of 11 May 2017, Exmitiani (C-286/16) ECLI:EU:C:2017:368"
C-287/16,"Judgment of 20 July 2017, Fidelidade-Companhia de Seguros (C-287/16) ECLI:EU:C:2017:575"
C-288/16,"Judgment of 29 June 2017, L.Č. (C-288/16) ECLI:EU:C:2017:502"
C-289/16,"Judgment of 12 October 2017, Kamin und Grill Shop (C-289/16, Publié au Recueil numérique) ECLI:EU:C:2017:758"
C-290/16,"Judgment of 6 July 2017, Air Berlin (C-290/16, Publié au Recueil numérique) ECLI:EU:C:2017:523"
C-291/16,"Judgment of 20 December 2017, Schweppes (C-291/16) ECLI:EU:C:2017:990"
C-292/16,"Judgment of 23 November 2017, A (C-292/16) ECLI:EU:C:2017:888"
C-293/16,"Judgment of 8 June 2017, Sharda Europe (C-293/16) ECLI:EU:C:2017:430"
C-294/16 PPU,"Judgment of 28 July 2016, JZ (C-294/16 PPU) ECLI:EU:C:2016:610"
C-295/16,"Judgment of 19 October 2017, Europamur Alimentación (C-295/16, Publié au Recueil numérique) ECLI:EU:C:2017:782"
C-296/16 P,"Judgment of 8 June 2017, Dextro Energy / Commission (C-296/16 P) ECLI:EU:C:2017:437"
C-297/16,"Judgment of 1 March 2018, CMVRO (C-297/16) ECLI:EU:C:2018:141"
C-298/16,"Judgment of 9 November 2017, Ispas (C-298/16, Publié au Recueil numérique) ECLI:EU:C:2017:843"
C-299/16,"Z Denmark (C-299/16) , see Case  C-115/16"
C-300/16 P,"Judgment of 20 September 2017, Commission / Frucona Košice (C-300/16 P, Publié au Recueil numérique) ECLI:EU:C:2017:706"
C-301/16 P,"Judgment of 28 February 2018, Commission / Xinyi PV Products (Anhui) Holdings (C-301/16 P) ECLI:EU:C:2018:132"
C-302/16,"Judgment of 11 May 2017, Krijgsman (C-302/16) ECLI:EU:C:2017:359"
C-303/16,"Judgment of 19 October 2017, Solar Electric Martinique (C-303/16) ECLI:EU:C:2017:773"
C-304/16,"Judgment of 7 February 2018, American Express (C-304/16) ECLI:EU:C:2018:66"
C-305/16,"Judgment of 14 December 2017, Avon Cosmetics (C-305/16) ECLI:EU:C:2017:970"
C-306/16,"Judgment of 9 November 2017, Maio Marques da Rosa (C-306/16, Publié au Recueil numérique) ECLI:EU:C:2017:844"
C-307/16,"Judgment of 28 February 2018, Pieńkowski (C-307/16, Publié au Recueil numérique) ECLI:EU:C:2018:124"
C-308/16,"Judgment of 16 November 2017, Kozuba Premium Selection (C-308/16) ECLI:EU:C:2017:869"
C-309/16,"Removed from the register on 18 January 2017, Kärntner Ausgleichszahlungs-Fonds (C-309/16) ECLI:EU:C:2017:92"
C-310/16,"Judgment of 17 January 2019, Dzivev and others (C-310/16, Publié au Recueil numérique) ECLI:EU:C:2019:30"
C-311/16 P,"Removed from the register on 20 July 2016, Zoohaus Bürstadt, Helmut Ofenloch / Commission (C-311/16 P) ECLI:EU:C:2016:627"
C-312/16 RX,"Decision of 29 June 2016, Réexamen Andres and others / ECB (C-312/16 RX) ECLI:EU:C:2016:520"
C-313/16 P,"Order of 19 October 2016, Médis / EUIPO (C-313/16 P) ECLI:EU:C:2016:786"
C-314/16,"Judgment of 25 January 2018, Commission / Czech Republic (C-314/16) ECLI:EU:C:2018:42"
C-315/16,"Judgment of 30 March 2017, Lingurár (C-315/16) ECLI:EU:C:2017:244"
C-316/16,"Judgment of 17 April 2018, B (C-316/16 and C-424/16, Publié au Recueil numérique) ECLI:EU:C:2018:256"
C-317/16 P,"Order of 5 October 2016, Ukraine / Yanukovych (C-317/16 P) ECLI:EU:C:2016:744"
C-318/16 P,"Order of 5 October 2016, Ukraine / Yanukovych (C-318/16 P) ECLI:EU:C:2016:745"
C-319/16 P,"Order of 5 October 2016, Ukraine / Yanukovych (C-319/16 P) ECLI:EU:C:2016:746"
C-320/16,"Judgment of 10 April 2018, Uber France (C-320/16) ECLI:EU:C:2018:221"
C-321/16,"Order of 10 November 2016, Pardue (C-321/16) ECLI:EU:C:2016:871"
C-322/16,"Judgment of 20 December 2017, Global Starnet (C-322/16) ECLI:EU:C:2017:985"
C-323/16 P,"Order of 7 December 2017, Eurallumina / Commission (C-323/16 P) ECLI:EU:C:2017:952"
C-324/16,"Removed from the register on 26 April 2017, Dragados (C-324/16) ECLI:EU:C:2017:352"
C-325/16,"Judgment of 17 May 2018, Industrias Químicas del Vallés (C-325/16) ECLI:EU:C:2018:326"
C-326/16 P,"Judgment of 21 February 2018, LL / Parliament (C-326/16 P, Publié au Recueil numérique) ECLI:EU:C:2018:83"
C-327/16,"Judgment of 22 March 2018, Jacob (C-327/16 and C-421/16, Publié au Recueil numérique) ECLI:EU:C:2018:210"
C-328/16,"Judgment of 22 February 2018, Commission / Greece         (C-328/16) ECLI:EU:C:2018:98"
C-329/16,"Judgment of 7 December 2017, Snitem and Philips France (C-329/16) ECLI:EU:C:2017:947"
C-330/16,"Judgment of 1 June 2017, Zarski (C-330/16) ECLI:EU:C:2017:418"
C-331/16,"Judgment of 2 May 2018, K. (Droit de séjour et allégations de crimes de guerre) (C-331/16 and C-366/16, Publié au Recueil numérique) ECLI:EU:C:2018:296"
C-332/16 AJ,"Order of 15 December 2016, A (C-332/16 AJ)"
C-333/16 AJ,"Order of 15 December 2016, B (C-333/16 AJ) ECLI:EU:C:2016:966"
C-334/16,"Judgment of 20 December 2017, Núñez Torreiro (C-334/16) ECLI:EU:C:2017:1007"
C-335/16,"Judgment of 30 March 2017, VG Čistoća (C-335/16) ECLI:EU:C:2017:242"
C-336/16,"Judgment of 22 February 2018, Commission / Poland (C-336/16) ECLI:EU:C:2018:94"
C-337/16 P,"Judgment of 17 May 2017, Portugal / Commission (C-337/16 P) ECLI:EU:C:2017:381"
C-338/16 P,"Judgment of 17 May 2017, Portugal / Commission (C-338/16 P) ECLI:EU:C:2017:382"
C-339/16 P,"Judgment of 17 May 2017, Portugal / Commission (C-339/16 P) ECLI:EU:C:2017:384"
C-340/16,"Judgment of 20 July 2017, MMA IARD (C-340/16) ECLI:EU:C:2017:576"
C-341/16,"Judgment of 5 October 2017, Hanssen Beleggingen (C-341/16, Publié au Recueil numérique) ECLI:EU:C:2017:738"
C-342/16 P,"Order of 6 December 2016, Novomatic / EUIPO (C-342/16 P) ECLI:EU:C:2016:931"
C-343/16 P,"Order of 12 January 2017, Europäischer Tier- und Naturschutz and Giesen (C-343/16 P) ECLI:EU:C:2017:10"
C-344/16,"Removed from the register on 23 January 2018, Die Länderbahn (C-344/16) ECLI:EU:C:2018:116"
C-345/16,"Order of 29 November 2016, Jacob and Lennertz (C-345/16) ECLI:EU:C:2016:911"
C-346/16,"Removed from the register on 20 July 2017, C (C-346/16) ECLI:EU:C:2017:722"
C-347/16,"Judgment of 26 October 2017, Balgarska energiyna borsa (C-347/16) ECLI:EU:C:2017:816"
C-348/16,"Judgment of 26 July 2017, Sacko (C-348/16) ECLI:EU:C:2017:591"
C-349/16,"Judgment of 15 June 2017, T.KUP (C-349/16) ECLI:EU:C:2017:469"
C-350/16 P,"Judgment of 13 September 2017, Pappalardo and others / Commission (C-350/16 P, Publié au Recueil numérique) ECLI:EU:C:2017:672"
C-351/16,"Order of 10 November 2016, 100 % Capri Italia / EUIPO (C-351/16) ECLI:EU:C:2016:866"
C-352/16,"Removed from the register on 26 January 2017, Instituto de Religiosas Oblatas del Santísimo Redentor (C-352/16) ECLI:EU:C:2017:81"
C-353/16,"Judgment of 24 April 2018, MP (Protection subsidiaire d'une victime de tortures passées) (C-353/16, Publié au Recueil numérique) ECLI:EU:C:2018:276"
C-354/16,"Judgment of 13 July 2017, Kleinsteuber (C-354/16) ECLI:EU:C:2017:539"
C-355/16,"Judgment of 15 March 2018, Picart (C-355/16) ECLI:EU:C:2018:184"
C-356/16,"Order of 26 October 2017, Wamo and Van Mol (C-356/16, Publié au Recueil numérique) ECLI:EU:C:2017:809"
C-357/16,"Judgment of 20 July 2017, Gelvora (C-357/16) ECLI:EU:C:2017:573"
C-358/16,"Judgment of 13 September 2018, UBS Europe and others (C-358/16) ECLI:EU:C:2018:715"
C-359/16,"Judgment of 6 February 2018, Altun and others (C-359/16) ECLI:EU:C:2018:63"
C-360/16,"Judgment of 25 January 2018, Hasan (C-360/16) ECLI:EU:C:2018:35"
C-361/16 P,"Order of 8 November 2016, Franmax / EUIPO (C-361/16 P) ECLI:EU:C:2016:834"
C-361/16 P-REV,"Removed from the register on 10 May 2017, Franmax / EUIPO (C-361/16 P-REV) ECLI:EU:C:2017:426"
C-362/16 AJ,"Order of 29 November 2016, D (C-362/16 AJ)"
C-363/16,"Judgment of 17 January 2018, Commission / Greece (C-363/16) ECLI:EU:C:2018:12"
C-364/16 P,"Judgment of 20 December 2017, Trioplast Industrier /Commission (C-364/16 P) ECLI:EU:C:2017:1008"
C-365/16,"Judgment of 17 May 2017, AFEP and others (C-365/16) ECLI:EU:C:2017:378"
C-366/16,"H. (Droit de séjour et allégations de crimes de guerre) (C-366/16) , see Case  C-331/16"
C-367/16,"Judgment of 23 January 2018, Piotrowski (C-367/16) ECLI:EU:C:2018:27"
C-368/16,"Judgment of 13 July 2017, Assens Havn (C-368/16) ECLI:EU:C:2017:546"
C-369/16 P,"Order of 7 December 2017, Ireland / Commission (C-369/16 P) ECLI:EU:C:2017:955"
C-370/16,"Judgment of 30 May 2018, Dell'Acqua (C-370/16) ECLI:EU:C:2018:344"
C-371/16 P,"Order of 8 December 2016, L'Oréal / EUIPO (C-371/16 P) ECLI:EU:C:2016:941"
C-372/16,"Judgment of 20 December 2017, Sahyouni (C-372/16) ECLI:EU:C:2017:988"
C-373/16 P,"Order of 7 December 2017, Aughinish Alumina / Commission (C-373/16 P) ECLI:EU:C:2017:953"
C-374/16,"Judgment of 15 November 2017, Geissel (C-374/16 and C-375/16) ECLI:EU:C:2017:867"
C-375/16,"Butin (C-375/16) , see Case  C-374/16"
C-376/16 P,"Judgment of 3 May 2018, EUIPO / European Dynamics Luxembourg and others (C-376/16 P) ECLI:EU:C:2018:299"
C-377/16,"Judgment of 26 March 2019, Spain / Parliament (C-377/16) ECLI:EU:C:2019:249"
C-378/16 P-R,"Order of 6 September 2016, Inclusion Alliance for Europe / Commission (C-378/16 P-R) ECLI:EU:C:2016:668"
C-378/16 P,"Judgment of 16 July 2020, Inclusion Alliance for Europe / Commission (C-378/16 P, Publié au Recueil numérique) ECLI:EU:C:2020:575"
C-379/16 P,"Order of 24 November 2016, European Dynamics Luxembourg and others / EUIPO (C-379/16 P) ECLI:EU:C:2016:905"
C-380/16,"Judgment of 8 February 2018, Commission / Germany (C-380/16) ECLI:EU:C:2018:76"
C-381/16,"Judgment of 23 November 2017, Benjumea Bravo de Laguna (C-381/16) ECLI:EU:C:2017:889"
C-382/16,"Judgment of 31 May 2018, Hornbach-Baumarkt (C-382/16, Publié au Recueil numérique) ECLI:EU:C:2018:366"
