id,description
C-383/16,"Judgment of 19 October 2017, Vion Livestock (C-383/16, Publié au Recueil numérique) ECLI:EU:C:2017:783"
C-384/16 P,"Judgment of 13 March 2018, European Union Copper Task Force / Commission (C-384/16 P) ECLI:EU:C:2018:176"
C-385/16 P,"Order of 4 April 2017, Sharif University of Technology / Council (C-385/16 P) ECLI:EU:C:2017:258"
C-386/16,"Judgment of 26 July 2017, Toridas (C-386/16) ECLI:EU:C:2017:599"
C-387/16,"Judgment of 28 February 2018, Nidera (C-387/16, Publié au Recueil numérique) ECLI:EU:C:2018:121"
C-388/16,"Judgment of 13 July 2017, Commission / Spain (C-388/16) ECLI:EU:C:2017:548"
C-389/16 P,"Order of 15 November 2016, BSH Hausgeräte / EUIPO (C-389/16 P) ECLI:EU:C:2016:876"
C-390/16,"Judgment of 5 July 2018, Lada (C-390/16) ECLI:EU:C:2018:532"
C-391/16,"Judgment of 14 May 2019, M (Revocation of refugee status) (C-391/16, C-77/17 and C-78/17, Publié au Recueil numérique) ECLI:EU:C:2019:403"
C-392/16,"Judgment of 6 July 2017, Marcu (C-392/16) ECLI:EU:C:2017:519"
C-393/16,"Judgment of 20 December 2017, Comité Interprofessionnel du Vin de Champagne (C-393/16) ECLI:EU:C:2017:991"
C-394/16,"Removed from the register on 21 November 2016, FMS Wertmanagement (C-394/16) ECLI:EU:C:2016:925"
C-395/16,"Judgment of 8 March 2018, DOCERAM (C-395/16) ECLI:EU:C:2018:172"
C-396/16,"Judgment of 22 February 2018, T - 2 (C-396/16) ECLI:EU:C:2018:109"
C-397/16,"Judgment of 20 December 2017, Acacia (C-397/16 and C-435/16) ECLI:EU:C:2017:992"
C-398/16,"Judgment of 22 February 2018, X (C-398/16 and C-399/16) ECLI:EU:C:2018:110"
C-399/16,"X (C-399/16) , see Case  C-398/16"
C-400/16 P(R),"Order of 29 September 2016, Efler and others / Commission (C-400/16 P(R)) ECLI:EU:C:2016:735"
C-401/16 P,"Order of 1 December 2016, Market Watch / EUIPO (C-401/16 P) ECLI:EU:C:2016:923"
C-402/16 P,"Order of 1 December 2016, Market Watch / EUIPO (C-402/16 P) ECLI:EU:C:2016:924"
C-403/16,"Judgment of 13 December 2017, El Hassani          (C-403/16) ECLI:EU:C:2017:960"
C-404/16,"Judgment of 12 October 2017, Lombard Ingatlan Lízing (C-404/16, Publié au Recueil numérique) ECLI:EU:C:2017:759"
C-405/16 P,"Judgment of 28 March 2019, Germany / Commission (C-405/16 P) ECLI:EU:C:2019:268"
C-406/16 P(R),"Order of 18 October 2016, EMA / Pari Pharma (C-406/16 P(R)) ECLI:EU:C:2016:775"
C-407/16,"Judgment of 26 October 2017, Aqua Pro (C-407/16) ECLI:EU:C:2017:817"
C-408/16,"Judgment of 6 December 2017, Compania Naţională de Autostrăzi şi Drumuri Naţionale din România (C-408/16) ECLI:EU:C:2017:940"
C-409/16,"Judgment of 18 October 2017, Kalliri (C-409/16) ECLI:EU:C:2017:767"
C-410/16 P,"Order of 9 February 2017, Syndial / Commission (C-410/16 P) ECLI:EU:C:2017:112"
C-411/16 P,"Order of 7 June 2017, Holistic Innovation Institute / Commission (C-411/16 P) ECLI:EU:C:2017:445"
C-412/16 P,"Judgment of 1 March 2018, Ice Mountain Ibiza / EUIPO (C-412/16 P and C-413/16 P) ECLI:EU:C:2018:140"
C-413/16 P,"Ice Mountain Ibiza / EUIPO (C-413/16 P) , see Case  C-412/16 P"
C-414/16,"Judgment of 17 April 2018, Egenberger (C-414/16, Publié au Recueil numérique) ECLI:EU:C:2018:257"
C-415/16,"Removed from the register on 8 December 2017, Leal da Fonseca (C-415/16) ECLI:EU:C:2017:980"
C-416/16,"Judgment of 20 July 2017, Piscarreta Ricardo (C-416/16) ECLI:EU:C:2017:574"
C-417/16 P,"Judgment of 4 May 2017, August Storck / EUIPO (C-417/16 P) ECLI:EU:C:2017:340"
C-418/16 P,"Judgment of 28 February 2018, mobile.de / EUIPO (C-418/16 P, Publié au Recueil numérique) ECLI:EU:C:2018:128"
C-419/16,"Judgment of 20 December 2017, Simma Federspiel (C-419/16) ECLI:EU:C:2017:997"
C-420/16 P,"Judgment of 7 March 2019, Izsák and Dabis / Commission (C-420/16 P, Publié au Recueil numérique) ECLI:EU:C:2019:177"
C-421/16,"Judgment of   , Lassus (C-327/16)"
C-422/16,"Judgment of 14 June 2017, TofuTown.com (C-422/16) ECLI:EU:C:2017:458"
C-422/16 REC,"Order of 19 July 2017, TofuTown.com (C-422/16 REC, Publié au Recueil numérique) ECLI:EU:C:2017:567"
C-423/16 P,"Judgment of 9 November 2017, HX / Council (C-423/16 P, Publié au Recueil numérique) ECLI:EU:C:2017:848"
C-424/16,"Vomero (C-424/16) , see Case  C-316/16"
C-425/16,"Judgment of 19 October 2017, Raimund (C-425/16, Publié au Recueil numérique) ECLI:EU:C:2017:776"
C-426/16,"Judgment of 29 May 2018, Liga van Moskeeën en Islamitische Organisaties Provincie Antwerpen and others (C-426/16) ECLI:EU:C:2018:335"
C-427/16,"Judgment of 23 November 2017, CHEZ Elektro Bulgaria (C-427/16 and C-428/16) ECLI:EU:C:2017:890"
C-428/16,"Frontex International (C-428/16) , see Case  C-427/16"
C-429/16,"Judgment of 21 September 2017, Ciupa and others (C-429/16, Publié au Recueil numérique) ECLI:EU:C:2017:711"
C-430/16 P,"Judgment of 6 September 2018, Bank Mellat / Council (C-430/16 P) ECLI:EU:C:2018:668"
C-431/16,"Judgment of 15 March 2018, Blanco Marqués (C-431/16) ECLI:EU:C:2018:189"
C-432/16,"Removed from the register on 12 April 2018, Minayo Luque (C-432/16) ECLI:EU:C:2018:277"
C-433/16,"Judgment of 13 July 2017, Bayerische Motoren Werke (C-433/16) ECLI:EU:C:2017:550"
C-434/16,"Judgment of 20 December 2017, Nowak (C-434/16) ECLI:EU:C:2017:994"
C-435/16,"Acacia and D'Amato (C-435/16) , see Case  C-397/16"
C-436/16,"Judgment of 28 June 2017, Leventis and Vafias (C-436/16) ECLI:EU:C:2017:497"
C-437/16 P,"Judgment of 5 October 2017, Wolf Oil / EUIPO (C-437/16 P) ECLI:EU:C:2017:737"
C-438/16 P,"Judgment of 19 September 2018, Commission / France and IFP Énergies nouvelles (C-438/16 P) ECLI:EU:C:2018:737"
C-439/16 PPU,"Judgment of 27 October 2016, Milev (C-439/16 PPU) ECLI:EU:C:2016:818"
C-440/16 P,"Order of 12 January 2017, Staywell Hospitality Group / EUIPO - Sheraton International IP (PARK REGIS) (C-440/16 P) ECLI:EU:C:2017:16"
C-441/16,"Judgment of 21 September 2017, SMS group (C-441/16, Publié au Recueil numérique) ECLI:EU:C:2017:712"
C-442/16,"Judgment of 20 December 2017, Gusa (C-442/16) ECLI:EU:C:2017:1004"
C-443/16,"Order of 9 February 2017, Rodrigo Sanz (C-443/16, Publié au Recueil numérique) ECLI:EU:C:2017:109"
C-444/16,"Judgment of 15 June 2017, Immo Chiaradia (C-444/16 and C-445/16, Publié au Recueil numérique) ECLI:EU:C:2017:465"
C-445/16,"Docteur De Bruyne (C-445/16) , see Case  C-444/16"
C-446/16,"Order of 7 February 2017, Kohrener Landmolkerei and DHG / Commission (C-446/16) ECLI:EU:C:2017:110"
C-447/16,"Becker (C-447/16) , see Case  C-274/16"
C-448/16,"Barkan and others (C-448/16) , see Case  C-274/16"
C-449/16,"Judgment of 21 June 2017, Martinez Silva (C-449/16) ECLI:EU:C:2017:485"
C-450/16 P,"Order of 25 November 2016, U-R LAB / EUIPO (C-450/16 P) ECLI:EU:C:2016:906"
C-451/16,"Judgment of 26 June 2018, MB (Change of gender and retirement pension) (C-451/16, Publié au Recueil numérique) ECLI:EU:C:2018:492"
C-452/16 PPU,"Judgment of 10 November 2016, Poltorak (C-452/16 PPU) ECLI:EU:C:2016:858"
C-453/16 PPU,"Judgment of 10 November 2016, Özçelik (C-453/16 PPU) ECLI:EU:C:2016:860"
C-454/16 P,"Judgment of 26 October 2017, Global Steel Wire / Commission (C-454/16 P to C-456/16 P and C-458/16 P) ECLI:EU:C:2017:818"
C-455/16 P,"Moreda-Riviere Trefilerías / Commission (C-455/16 P) , see Case  C-454/16 P"
C-456/16 P,"Trefilerías Quijano / Commission (C-456/16 P) , see Case  C-454/16 P"
C-457/16 P,"Judgment of 26 October 2017, Global Steel Wire / Commission (C-457/16 P and C-459/16 P to C-461/16 P) ECLI:EU:C:2017:819"
C-458/16 P,"Trenzas y Cables de Acero / Commission (C-458/16 P) , see Case  C-454/16 P"
C-459/16 P,"Trenzas y Cables de Acero / Commission (C-459/16 P) , see Case  C-457/16 P"
C-460/16 P,"Trefilerías Quijano / Commission (C-460/16 P) , see Case  C-457/16 P"
C-461/16 P,"Moreda-Riviere Trefilerías / Commission (C-461/16 P) , see Case  C-457/16 P"
C-462/16,"Judgment of 20 December 2017, Boehringer Ingelheim Pharma (C-462/16) ECLI:EU:C:2017:1006"
C-463/16,"Judgment of 18 January 2018, Stadion Amsterdam (C-463/16) ECLI:EU:C:2018:22"
C-464/16 P,"Order of 6 April 2017, PITEE / Commission (C-464/16 P) ECLI:EU:C:2017:291"
C-465/16 P,"Judgment of 28 February 2019, Council / Growth Energy and Renewable Fuels Association (C-465/16 P) ECLI:EU:C:2019:155"
C-466/16 P,"Judgment of 28 February 2019, Council / Marquis Energy (C-466/16 P) ECLI:EU:C:2019:156"
C-467/16,"Judgment of 20 December 2017, Schlömp (C-467/16) ECLI:EU:C:2017:993"
C-468/16 AJ,"Order of 25 January 2017, F (C-468/16 AJ)"
C-469/16,"Order of 13 December 2016, Infante / Italy (C-469/16) ECLI:EU:C:2016:953"
C-470/16,"Judgment of 15 March 2018, North East Pylon Pressure Campaing and Sheehy (C-470/16) ECLI:EU:C:2018:185"
C-471/16 P,"Judgment of 26 July 2017, Staatliche Porzellan-Manufaktur Meissen / EUIPO (C-471/16 P) ECLI:EU:C:2017:602"
C-472/16,"Judgment of 7 August 2018, Colino Sigüenza (C-472/16) ECLI:EU:C:2018:646"
C-473/16,"Judgment of 25 January 2018, F (C-473/16) ECLI:EU:C:2018:36"
C-474/16,"Order of 24 October 2017, Belu Dienstleistung and Nikless (C-474/16) ECLI:EU:C:2017:812"
C-475/16,"Removed from the register   , K. (C-475/16)"
C-476/16,"Order of 16 November 2017, Air Serbia and Kondić (C-476/16) ECLI:EU:C:2017:874"
C-477/16 PPU,"Judgment of 10 November 2016, Kovalkovas (C-477/16 PPU) ECLI:EU:C:2016:861"
C-478/16 P,"Judgment of 19 April 2018, EUIPO / Group (C-478/16 P) ECLI:EU:C:2018:268"
C-479/16,"Removed from the register on 11 October 2016, Markmann and others (C-479/16) ECLI:EU:C:2016:794"
C-480/16,"Judgment of 21 June 2018, Fidelity Funds and others (C-480/16, Publié au Recueil numérique) ECLI:EU:C:2018:480"
C-481/16,"Judgment of 9 November 2017, Commission / Greece (C-481/16) ECLI:EU:C:2017:845"
C-482/16,"Judgment of 14 March 2018, Stollwitzer (C-482/16) ECLI:EU:C:2018:180"
C-483/16,"Judgment of 31 May 2018, Sziber (C-483/16) ECLI:EU:C:2018:367"
C-484/16,"Order of 13 December 2016, Semeraro (C-484/16) ECLI:EU:C:2016:952"
C-485/16 P,"Order of 31 January 2017, Universal Protein Supplements / EUIPO (C-485/16 P) ECLI:EU:C:2017:72"
C-486/16,"Order of 3 July 2019, Bankia (C-486/16) ECLI:EU:C:2019:572"
C-487/16 P,"Judgment of 13 December 2017, Telefónica / Commission (C-487/16 P) ECLI:EU:C:2017:961"
C-488/16 P,"Judgment of 6 September 2018, Bundesverband Souvenir - Geschenke - Ehrenpreise / EUIPO (C-488/16 P) ECLI:EU:C:2018:673"
C-488/16 P-DEP,"Order of 4 October 2022, Freistaat Bayern / Bundesverband Souvenir - Geschenke - Ehrenpreise (C-488/16 P-DEP) ECLI:EU:C:2022:768"
C-489/16,"Removed from the register on 30 March 2017, Commission / Luxembourg (C-489/16) ECLI:EU:C:2017:295"
C-490/16,"Judgment of 26 July 2017, A.S. (C-490/16) ECLI:EU:C:2017:585"
C-491/16,"Order of 16 November 2017, Maxiflor (C-491/16) ECLI:EU:C:2017:875"
C-492/16,"Judgment of 20 December 2017, Incyte (C-492/16) ECLI:EU:C:2017:995"
C-493/16,"Removed from the register on 11 April 2017, Sicurbau and others (C-493/16) ECLI:EU:C:2017:328"
C-494/16,"Judgment of 7 March 2018, Santoro (C-494/16) ECLI:EU:C:2018:166"
C-495/16 P,"Removed from the register on 30 November 2016, TeamBank / EUIPO (C-495/16 P) ECLI:EU:C:2016:946"
C-496/16,"Order of 15 November 2017, Aranyosi (C-496/16) ECLI:EU:C:2017:866"
C-497/16,"Order of 2 March 2017, Sokáč (C-497/16, Publié au Recueil numérique) ECLI:EU:C:2017:171"
C-498/16,"Judgment of 25 January 2018, Schrems      (C-498/16) ECLI:EU:C:2018:37"
C-499/16,"Judgment of 9 November 2017, AZ (C-499/16, Publié au Recueil numérique) ECLI:EU:C:2017:846"
C-500/16,"Judgment of 20 December 2017, Caterpillar Financial Services (C-500/16) ECLI:EU:C:2017:996"
C-501/16 P,"Order of 16 February 2017, Monster Energy / EUIPO (C-501/16 P) ECLI:EU:C:2017:140"
C-502/16 P,"Order of 16 February 2017, Monster Energy / EUIPO (C-502/16 P) ECLI:EU:C:2017:139"
C-503/16,"Judgment of 14 September 2017, Delgado Mendes (C-503/16, Publié au Recueil numérique) ECLI:EU:C:2017:681"
C-504/16,"Judgment of 20 December 2017, Deister Holding (C-504/16 and C-613/16) ECLI:EU:C:2017:1009"
C-505/16,"Order of 6 July 2017, Yanukovych / Council (C-505/16, Publié au Recueil numérique) ECLI:EU:C:2017:525"
C-506/16,"Judgment of 7 September 2017, Neto de Sousa (C-506/16, Publié au Recueil numérique) ECLI:EU:C:2017:642"
C-507/16,"Judgment of 15 November 2017, Entertainment Bulgaria System (C-507/16) ECLI:EU:C:2017:864"
C-508/16,"Order of 11 January 2017, Boudjellal (C-508/16) ECLI:EU:C:2017:6"
C-509/16 P,"Order of 8 December 2016, Rosa Rodriguez / Consejería de Educación de la Junta de Andalucía (C-509/16 P) ECLI:EU:C:2016:942"
C-510/16,"Judgment of 20 September 2018, Carrefour Hypermarchés and others (C-510/16) ECLI:EU:C:2018:751"
C-511/16,"Removed from the register on 6 March 2017, Commission / Luxembourg (C-511/16) ECLI:EU:C:2017:185"
C-512/16 P(R),"Order of 1 March 2017, EMA / MSD Animal Health Innovation and Intervert Internation (C-512/16 P(R)) ECLI:EU:C:2017:149"
C-513/16 P(R),"Order of 1 March 2017, EMA / PTC Therapeutics International (C-513/16 P(R)) ECLI:EU:C:2017:148"
C-514/16,"Judgment of 28 November 2017, Rodrigues de Andrade (C-514/16, Publié au Recueil numérique) ECLI:EU:C:2017:908"
C-515/16,"Order of 15 March 2017, Enedis (C-515/16) ECLI:EU:C:2017:217"
C-516/16,"Judgment of 20 December 2017, Erzeugerorganisation Tiefkühlgemüse (C-516/16) ECLI:EU:C:2017:1011"
C-517/16,"Judgment of 30 May 2018, Czerwiński (C-517/16) ECLI:EU:C:2018:350"
C-518/16,"Judgment of 28 February 2018, ZPT AD (C-518/16) ECLI:EU:C:2018:126"
C-519/16,"Judgment of 26 July 2017, Superfoz - Supermercados (C-519/16, Publié au Recueil numérique) ECLI:EU:C:2017:601APPEAL :  C-454/17"
C-519/16 REC,"Order of 14 September 2017, Superfoz - Supermercados (C-519/16 REC, Publié au Recueil numérique) ECLI:EU:C:2017:694"
C-520/16,"Removed from the register on 15 December 2016, Witzel and others (C-520/16) ECLI:EU:C:2016:1009"
C-521/16,"Removed from the register on 19 January 2017, Vetter and others (C-521/16) ECLI:EU:C:2017:88"
C-522/16,"Judgment of 19 October 2017, A (C-522/16, Publié au Recueil numérique) ECLI:EU:C:2017:778"
C-523/16,"Judgment of 28 February 2018, MA.T.I. SUD (C-523/16 and C-536/16, Publié au Recueil numérique) ECLI:EU:C:2018:122"
C-524/16,"Order of 2 May 2019, Faggiano (C-524/16) ECLI:EU:C:2019:399"
C-525/16,"Judgment of 19 April 2018, Meo - Serviços de Comunicações e Multimédia (C-525/16, Publié au Recueil numérique) ECLI:EU:C:2018:270"
C-526/16,"Judgment of 31 May 2018, Commission / Poland (C-526/16) ECLI:EU:C:2018:356"
C-527/16,"Judgment of 6 September 2018, Alpenrind and others (C-527/16) ECLI:EU:C:2018:669"
C-528/16,"Judgment of 25 July 2018, Confédération paysanne and others (C-528/16, Publié au Recueil numérique) ECLI:EU:C:2018:583"
C-529/16,"Judgment of 20 December 2017, Hamamatsu Photonics Deutschland (C-529/16) ECLI:EU:C:2017:984"
C-530/16,"Judgment of 13 June 2018, Commission / Poland (C-530/16) ECLI:EU:C:2018:430"
C-531/16,"Judgment of 17 May 2018, Specializuotas transportas (C-531/16) ECLI:EU:C:2018:324"
C-532/16,"Judgment of 11 April 2018, SEB bankas (C-532/16) ECLI:EU:C:2018:228"
C-533/16,"Judgment of 21 March 2018, Volkswagen (C-533/16, Publié au Recueil numérique) ECLI:EU:C:2018:204"
C-534/16,"Judgment of 26 October 2017, BB construct (C-534/16) ECLI:EU:C:2017:820"
C-535/16,"Order of 27 April 2017, Bachman (C-535/16) ECLI:EU:C:2017:321"
C-536/16,"DUEMMESGR (C-536/16) , see Case  C-523/16"
C-537/16,"Judgment of 20 March 2018, Garlsson Real Estate and others (C-537/16, Publié au Recueil numérique) ECLI:EU:C:2018:193"
C-538/16,"Removed from the register on 18 May 2018, Devine (C-538/16) ECLI:EU:C:2018:427"
C-539/16,"Rodriguez Serin (C-539/16) , see Case  C-538/16"
C-540/16,"Judgment of 12 July 2018, Spika and others (C-540/16) ECLI:EU:C:2018:565"
C-541/16,"Judgment of 12 April 2018, Commission / Denmark (C-541/16) ECLI:EU:C:2018:251"
C-542/16,"Judgment of 31 May 2018, Länsförsäkringar Sak Försäkringsaktiebolag and others (C-542/16, Publié au Recueil numérique) ECLI:EU:C:2018:369"
C-543/16,"Judgment of 21 June 2018, Commission / Germany (C-543/16) ECLI:EU:C:2018:481"
C-544/16,"Judgment of 5 July 2018, Marcandi (C-544/16) ECLI:EU:C:2018:540"
C-545/16,"Judgment of 22 February 2018, Kubota (UK) and EP Barrus (C-545/16) ECLI:EU:C:2018:101"
C-546/16,"Judgment of 20 September 2018, Montte (C-546/16) ECLI:EU:C:2018:752"
C-547/16,"Judgment of 23 November 2017, Gasorba and others (C-547/16) ECLI:EU:C:2017:891"
C-548/16,"Removed from the register on 5 July 2017, Biologie Dr Antoine (C-548/16) ECLI:EU:C:2017:533"
C-549/16,"Order of 12 October 2017, Palais Kaiserkron (C-549/16) ECLI:EU:C:2017:761"
C-550/16,"Judgment of 12 April 2018, A and S (C-550/16) ECLI:EU:C:2018:248"
C-551/16,"Judgment of 21 March 2018, Klein Schiphorst (C-551/16, Publié au Recueil numérique) ECLI:EU:C:2018:200"
C-552/16,"Judgment of 9 November 2017, Wind Inovation 1 (C-552/16, Publié au Recueil numérique) ECLI:EU:C:2017:849"
C-553/16,"Judgment of 25 July 2018, TTL (C-553/16, Publié au Recueil numérique) ECLI:EU:C:2018:604"
C-554/16,"Judgment of 7 June 2018, EP Agrarhandel (C-554/16, Publié au Recueil numérique) ECLI:EU:C:2018:406"
C-555/16,"Order of 4 April 2017, D'Andria (C-555/16) ECLI:EU:C:2017:261"
C-556/16,"Judgment of 19 October 2017, Lutz (C-556/16) ECLI:EU:C:2017:777"
C-557/16,"Judgment of 14 March 2018, Astellas Pharma (C-557/16) ECLI:EU:C:2018:181"
C-558/16,"Judgment of 1 March 2018, Mahnkopf (C-558/16) ECLI:EU:C:2018:138"
C-559/16,"Judgment of 7 September 2017, Bossen and others (C-559/16, Publié au Recueil numérique) ECLI:EU:C:2017:644"
C-560/16,"Judgment of 7 March 2018, E.ON Czech Holding (C-560/16) ECLI:EU:C:2018:167"
C-561/16,"Judgment of 7 August 2018, Saras Energía (C-561/16) ECLI:EU:C:2018:633"
C-562/16,"Removed from the register on 16 January 2017, Roßnagel and Schröter (C-562/16) ECLI:EU:C:2017:65"
C-563/16 AJ,"Order of 26 April 2017, BY (C-563/16 AJ)"
C-564/16 P,"Judgment of 28 June 2018, EUIPO / Puma (C-564/16 P) ECLI:EU:C:2018:509"
C-565/16,"Judgment of 19 April 2018, Saponaro and Xylina    (C-565/16, Publié au Recueil numérique) ECLI:EU:C:2018:265"
C-566/16,"Judgment of 17 May 2018, Vámos (C-566/16) ECLI:EU:C:2018:321"
C-567/16,"Judgment of 7 December 2017, Merck Sharp (C-567/16) ECLI:EU:C:2017:948"
C-568/16,"Judgment of 22 March 2018, Rasool (C-568/16, Publié au Recueil numérique) ECLI:EU:C:2018:211"
C-569/16,"Judgment of 6 November 2018, Bauer (C-569/16 and C-570/16, Publié au Recueil numérique) ECLI:EU:C:2018:871"
C-570/16,"Willmeroth (C-570/16) , see Case  C-569/16"
C-571/16,"Judgment of 4 October 2018, Kantarev (C-571/16) ECLI:EU:C:2018:807"
C-572/16,"Judgment of 22 February 2018, INEOS (C-572/16, Publié au Recueil numérique) ECLI:EU:C:2018:100"
C-573/16,"Judgment of 19 October 2017, Air Berlin (C-573/16, Publié au Recueil numérique) ECLI:EU:C:2017:772"
C-574/16,"Judgment of 5 June 2018, Grupo Norte Facility (C-574/16) ECLI:EU:C:2018:390"
C-575/16,"Judgment of 15 March 2018, Commission / Czech Republic (C-575/16) ECLI:EU:C:2018:186"
C-576/16 P,"Order of 2 March 2017, TVR Italia / EUIPO (C-576/16 P) ECLI:EU:C:2017:165"
C-577/16,"Judgment of 28 February 2018, Trinseo Deutschland (C-577/16, Publié au Recueil numérique) ECLI:EU:C:2018:127"
C-578/16 PPU,"Judgment of 16 February 2017, C. K. and others (C-578/16 PPU) ECLI:EU:C:2017:127"
C-579/16 P,"Judgment of 6 March 2018, Commission / FIH Holding and FIH Erhversbank (C-579/16 P) ECLI:EU:C:2018:159"
C-580/16,"Judgment of 19 April 2018, Firma Hans Bühler (C-580/16, Publié au Recueil numérique) ECLI:EU:C:2018:261"
C-581/16,"Order of 4 April 2017, Turco (C-581/16) ECLI:EU:C:2017:260"
C-582/16,"Order of 4 April 2017, Consalvo (C-582/16) ECLI:EU:C:2017:259"
C-583/16,"Removed from the register on 18 May 2017, Green Yellow Canet en Roussillon (C-583/16 and C-584/16) ECLI:EU:C:2017:399"
C-584/16,"Green Yellow Hyères Sup (C-584/16) , see Case  C-583/16"
C-585/16,"Judgment of 25 July 2018, Alheto (C-585/16, Publié au Recueil numérique) ECLI:EU:C:2018:584"
C-586/16 P,"Judgment of 25 March 2021, Sun Pharmaceutical Industries and Ranbaxy (UK) / Commission (C-586/16 P) ECLI:EU:C:2021:241"
C-587/16 P,"Order of 28 February 2017, Skylotec / EUIPO (C-587/16 P) ECLI:EU:C:2017:143"
C-588/16 P,"Order of 25 October 2017, Generics (UK) / Commission (C-588/16 P, Publié au Recueil numérique) ECLI:EU:C:2017:829"
C-588/16 P,"Judgment of 25 March 2021, Generics (UK) / Commission (C-588/16 P) ECLI:EU:C:2021:242"
C-588/16 P-REC,"Order of 3 September 2021, Generics (UK) / Commission (C-588/16 P-REC) ECLI:EU:C:2021:702"
